doi,authors
10.1093/ajae/aaq007,"['Laurian J. Unnevehr', 'James S. Eales', 'Helen H. Jensen', 'Jayson L. Lusk', 'Jill J. McCluskey', 'Jean D. Kinsey']"
10.1017/s0954579417001237,"['Nicole R. Bush', 'Karen Jones‐Mason', 'Michael Coccia', 'Zoe Caron', 'Abbey Alkon', 'Melanie Thomas', 'Kim Coleman-Phox', 'Pathik D. Wadhwa', 'Barbara Laraia', 'Nancy E. Adler', 'Elissa S. Epel']"
10.7326/0003-4819-89-4-581_1,"['Tom L. Beauchamp', 'LeRoy Walters']"
10.1080/0305498750010105,['Jerome S. Bruner']
10.1111/j.1539-6975.2010.01406.x,"['Dean Karlan', 'Ed Kutsoati', 'Margaret McMillan', 'Christopher Udry']"
10.3102/01623737024003219,"['Marsha Riddle Buly', 'Sheila W. Valencia']"
10.3945/ajcn.116.144931,"['Ingrid Kvestad', 'Mari Hysing', 'Merina Shrestha', 'Manjeswori Ulak', 'Andrew Thorne‐Lyman', 'Sigrun Henjum', 'Per Magne Ueland', 'Øyvind Midttun', 'Wafaie Fawzi', 'Ram K. Chandyo', 'Prakash Shrestha', 'Tor A. Strand']"
10.1177/1357034x17734619,['Carolyn Pedwell']
10.1017/s0030605311001050,"['Rebecca L. Goldman-Benner', 'Silvia Benítez', 'Timothy M. Boucher', 'Alejandro Calvache', 'Gretchen C. Daily', 'Peter Kareiva', 'Timm Kroeger', 'Aurelio Ramos']"
10.1111/j.1467-8624.1991.tb01611.x,"['Carol K. Sigelman', 'Kara A. Waitzman']"
10.1111/j.1468-2397.2005.00362.x,"['Vishanthie Sewpaul', 'David Jones']"
10.1353/sof.2007.0002,['Irene Bloemraad']
10.1177/0146167214535812,"['Erica G. Hepper', 'Claire M. Hart', 'Constantine Sedikides']"
10.1002/yd.107,"['Sandra D. Simpkins', 'Marika N. Ripke', 'Aletha C. Huston', 'Jacquelynne S. Eccles']"
10.1080/14036096.2012.683293,"['Keith Jacobs', 'Tony Manzi']"
10.33160/yam.2018.06.001,['Koichi Kaneko']
10.1080/13691180802552890,['Tim Jordan']
10.1007/s10668-016-9760-4,"['Stef Koop', 'Kees van Leeuwen']"
10.1111/desc.12502,"['Lisa J. White', 'Daryl B. Greenfield']"
10.3390/geosciences9010051,"['Amelie Bernzen', 'J. Craig Jenkins', 'Boris Braun']"
10.1111/fare.12100,"['David MacPhee', 'Erika Lunkenheimer', 'Nathaniel R. Riggs']"
10.2304/ciec.2014.15.4.346,"['Verity Campbell‐Barr', 'Mikael Nygård']"
10.1007/s12571-021-01178-4,"['Cees Leeuwis', 'B.K. Boogaard', 'K. Atta-Krah']"
10.1080/09638239917391,['Ian Norman']
10.1111/j.1939-0025.2010.01053.x,"['Andrés J. Pumariega', 'Eugenio M. Rothe']"
10.1080/00141840500419782,['Catherine Wanner']
10.1177/0009922816648288,"['Micah O. Mazurek', 'Rachel Brown', 'Alicia Brewer Curran', 'Kristin Sohl']"
10.1111/j.1532-7795.2008.00567.x,"['Elli P. Schachter', 'Jonathan Ventura']"
10.1300/j274v18n01_07,"['Joseph Demarsh', 'Karol L. Kumpfer']"
10.1111/jomf.12094,"['Robert G. Wood', 'Quinn Moore', 'Andrew Clarkwest', 'Alexandra Killewald']"
10.58464/2155-5834.1215,"['Kent McIntosh', 'Erik J. Girvan', 'Robert H. Horner', 'Keith Smolkowski']"
10.1111/ejed.12118,"['Koji Miyamoto', 'María del Carmen Huerta', 'Katarzyna Kubacka']"
10.1177/0042085904270421,"['Erika Daniels', 'Mark Arapostathis']"
10.1146/annurev-anthro-111009-115928,"['Marcelo M. Suàrez‐Orozco', 'Tasha Darbes', 'Sandra Isabel Dias', 'Matt Sutin']"
10.1146/annurev-environ-042511-150526,"['Meine van Noordwijk', 'Beria Leimona', 'Rohit Jindal', 'Grace B. Villamor', 'Mamta Vardhan', 'Sara Namirembe', 'Delia Catacutan', 'John M. Kerr', 'Peter A. Minang', 'Thomas P. Tomich']"
10.1289/ehp.02110s2311,"['JAMES KRIEGER', 'Tim K. Takaro', 'Carol Vestal Allen', 'Lin Song', 'Marcia R. Weaver', 'Sanders K. Chai', 'Phillip S. Dickey']"
10.1017/s0144686x12000578,"['Andrew E. Scharlach', 'Amanda J. Lehning']"
10.1037/a0018941,['Christopher J. Ferguson']
10.1177/0143034312472758,"['Amity Noltemeyer', 'Kevin R. Bush']"
10.1016/j.jebo.2014.09.005,"['Alexander K. Koch', 'Julia Nafziger', 'Helena Skyt Nielsen']"
10.4103/0019-5545.224479,"['SC Tiwari', 'Akanksha Sonal']"
10.1111/jcc4.12002,"['Sojung Claire Kim', 'Dhavan V. Shah', 'Kang Namkoong', 'Fiona McTavish', 'David H. Gustafson']"
10.1002/casp.772,"['Art Dewulf', 'Marc Craps', 'Gerd Dercon']"
10.1177/0042098015583626,['Judit Bodnár']
10.1037/0278-6133.25.4.521,"['Kerry E. Evers', 'James O. Prochaska', 'Janet L. Johnson', 'Leanne M. Mauriello', 'Julie A. Padula', 'Janice M. Prochaska']"
10.1093/cjres/rsp021,['Brendan Burchell']
10.1002/imhj.21376,"['Karen E. McFadden', 'Catherine S. Tamis‐LeMonda']"
10.1016/j.jclepro.2018.09.208,"['Paulo Savaget', 'Martin Geissdoerfer', 'Ali Kharrazi', 'Steve Evans']"
10.1371/journal.pone.0160962,"['Marta Rubio‐Codina', 'María Caridad Araujo', 'Orazio Attanasio', 'Pablo Muñoz', 'Sally Grantham‐McGregor']"
10.1061/(asce)1076-0342(2002)8:3(67),['Massoud Amin']
10.1136/amiajnl-2011-000674,"['Enrico Coiera', 'Jos Aarts', 'Casimir Kulikowski']"
10.1037/0022-006x.71.4.754,"['William R. Miller', 'Carolina E. Yahne', 'J. Scott Tonigan']"
10.1186/s12875-015-0289-7,"['Natalie Leon', 'Rebecca Surender', 'Kirsty Bobrow', 'Jocelyn Müller', 'Andrew Farmer']"
10.1177/1462474506067567,['Steven Hutchinson']
10.1186/s12939-018-0753-9,"['Siân George', 'Katy Daniels', 'Evie Fioratou']"
10.1044/0161-1461(2006/020),"['Johanna R. Price', 'Joanne E. Roberts', 'Sandra C. Jackson']"
10.1210/jc.2014-2555,"['John D. Meeker', 'Kelly K. Ferguson']"
10.1300/j146v14n01_03,['Pratyusha Tummala–Narra']
10.1002/sce.20232,"['María Varelas', 'Christine C. Pappas', 'Justine M. Kane', 'Amy Arsenault', 'Jennifer Hankes', 'Begoña Marnotes Cowan']"
10.1207/s1532480xads1004_2,"['Heather Hebert-Myers', 'Cathy L. Guttentag', 'Paul R. Swank', 'Karen E. Smith', 'Susan H. Landry']"
10.1207/s1532706xid0203_01,['James E. Marcia']
10.1080/14693062.2018.1517640,"['Ed Day', 'Samuel Fankhauser', 'Nick Kingsmill', 'Hélia Costa', 'Anna Mavrogianni']"
10.1002/j.2051-5545.2008.tb00193.x,"['Graham Mellsop', 'Shailesh Kumar']"
10.1542/peds.2004-0416,['Paul H. Dworkin']
10.1513/annalsats.201509-600ps,"['Felicity Blackstock', 'Richard ZuWallack', 'Linda Nici', 'Suzanne C. Lareau']"
10.1371/journal.pone.0026857,['Sanjay K. Mohanty']
10.1017/s0143814x00000805,['Fiona Ross']
10.1016/j.worlddev.2020.104947,"['Dawud Ansari', 'Franziska Holz']"
10.1007/s10584-011-0158-x,['Shannon M. McNeeley']
10.1111/j.1440-1819.2006.01506.x,"['Myung‐Sun Kim', 'Seung Suk Kang', 'Kyung Soon Shin', 'So Young Yoo', 'Young Youn Kim', 'Jun Soo Kwon']"
10.1080/13600826.2012.656266,"['Simon Rushton', 'Owain David Williams']"
10.1111/j.1564-913x.2010.00095.x,"['Shahra Razavi', 'Silke Staab']"
10.1080/08959420801977574,"['Jennifer L. Wolff', 'Judith D. Kasper', 'Andrew D. Shore']"
10.1108/17506180810880692,['DeMond S. Miller']
10.1093/oxfordjournals.jpart.a037144,['Dvora Yanow']
10.1017/s1355617712000756,"['Maureen Dennis', 'Nevena Simić', 'H. Gerry Taylor', 'Erin D. Bigler', 'Kenneth H. Rubin', 'Kathryn Vannatta', 'Cynthia A. Gerhardt', 'Terry Stancin', 'Caroline Roncadin', 'Keith Owen Yeates']"
10.1097/00001163-200410000-00007,"['Pnina S. Klein', 'Henning Rye']"
10.1080/08959420.2011.551465,"['Richard W. Johnson', 'Gordon B. T. Mermin', 'Matthew Resseger']"
10.1017/s0047279409990456,"['Olof Bäckman', 'Tommy Ferrarini']"
10.1111/j.1467-9914.2010.00504.x,"['Gianna Claudia Giannelli', 'Lucia Mangiavacchi']"
10.1177/0898264305285655,"['Rebeca Wong', 'Martha Peláez', 'Alberto Palloni', 'Kyriakos S. Markides']"
10.1177/0192513x08316273,"['Raymond R. Swisher', 'Maureen R. Waller']"
10.1080/09297049.2015.1111318,"['Janet Yarboi', 'Bruce E. Compas', 'Gene H. Brody', 'Desirée A. White', 'Jenny Patterson', 'Kristen Ziara', 'Allison A. King']"
10.1177/1354067x13489318,"['Linda Theron', 'Adam M. C. Theron']"
10.1111/j.1465-3435.2007.00337.x,"['Marwan Awartani', 'Cheryl Vince Whitman', 'Jean Gordon']"
10.1002/pam.20549,"['Dan Goldhaber', 'Betheny Gross', 'Daniel Player']"
10.1332/030557309x445591,['Anne West']
10.1177/1362361303007003004,"['Gemma Fenton', 'Caterina D’Ardia', 'Donatella Valente', 'Ilaria Del Vecchio', 'Anna Fabrizi', 'Paola Bernabei']"
10.1007/s00429-007-0169-6,"['Katrine Fabricius', 'Gitta Wörtwein', 'Bente Pakkenberg']"
10.1017/s0954579412001162,"['Daniel Ewon Choe', 'Sheryl L. Olson', 'Arnold J. Sameroff']"
10.2307/1511208,"['Cecil D. Mercer', 'LuAnn Jordan', 'David Allsopp', 'Ann R. Mercer']"
10.1093/jnlecg/lbh038,['Allen J. Scott']
10.1080/08870446.2011.531573,"['John B. Jemmott', 'Loretta Sweet Jemmott', 'Ann O’Leary', 'Zolani Ngwane', 'Larry D. Icard', 'Scarlett L. Bellamy', 'Shasta Fichon Jones', 'J. Richard Landis', 'G. Anita Heeren', 'Joanne C. Tyler', 'Monde Makiwane']"
10.1080/13668259900033901,"['Daphne E. Glaun', 'Patricia Fortini Brown']"
10.1002/(sici)1099-1298(199610)6:4<249::aid-casp369>3.0.co;2-u,['David J. Harper']
10.1177/0095798412454675,"['Linda Theron', 'Adam M. C. Theron', 'Macalane Junel Malindi']"
10.5771/1610-7780-2011-2-163,['Fritz W. Scharpf']
10.1080/14616734.2016.1255653,"['Dana Shai', 'Jay Belsky']"
10.1080/0966976980060101,['Martin Woodhead']
10.1353/eca.2010.0014,"['Thomas S. Dee', 'Brian Jacob']"
10.1017/s0021932011000472,"['Lucky Singh', 'Rajesh Kumar', 'Prashant Kumar Singh']"
10.1016/j.soscij.2008.03.001,"['Lisa Hoffman', 'Brian Coffey']"
10.1176/appi.ps.201400134,"['Vanesa A. Mora Ringle', 'Kendra L. Read', 'Julie M. Edmunds', 'Douglas M. Brodman', 'Philip C. Kendall', 'Frances K. Barg', 'Rinad S. Beidas']"
10.1093/sf/sow020,['Steven Elías Alvarado']
10.1377/hlthaff.12.4.46,"['Stephen L. Buka', 'Felton J. Earls']"
10.1093/jopart/muac001,"['Victor Ray', 'Pamela Herd', 'Donald P. Moynihan']"
10.3310/phr04080,"['Maria Berghs', 'Karl Atkin', 'Hilary Graham', 'Chris Hatton', 'Carol Thomas']"
10.1001/jamapsychiatry.2020.1947,"['Alison Hermann', 'Elizabeth Fitelson', 'Veerle Bergink']"
10.1177/104438949307400904,['Martha Morrison Dore']
10.1002/wcc.100,"['Hallie Eakin', 'Anthony Patt']"
10.1093/sf/79.2.731,"['Stacy J. Rogers', 'Paul R. Amato']"
10.1111/j.1533-8525.1996.tb02336.x,"['Patrick H. Mooney', 'Scott A. Hunt']"
10.1111/j.1751-9020.2008.00114.x,['Val Gillies']
10.1080/09540260120082164,['Jeremy D. Schmahmann']
10.1037/abn0000392,"['Deanna M. Barch', 'Michael P. Harms', 'Rebecca Tillman', 'Elizabeth Hawkey', 'Joan L. Luby']"
10.1080/09644019908414444,['Hein‐Anton van der Heijden']
10.1016/s2352-4642(18)30025-7,"['Christine P. Stewart', 'Patricia Kariger', 'Lia Fernald', 'Amy J. Pickering', 'Charles D. Arnold', 'Benjamin F. Arnold', 'Alan Hubbard', 'Holly N. Dentz', 'Audrie Lin', 'Theodora Meerkerk', 'Erin M. Milner', 'Jenna M. Swarthout', 'John M. Colford', 'Clair Null']"
10.1002/smi.2460060203,['Aaron Antonovsky']
10.1080/13504622.2018.1442418,"['Andrew T. Kinslow', 'Troy D. Sadler', 'Hai T. Nguyen']"
10.1177/001440297904500602,"['Kenyon S. Chan', 'Robert Rueda']"
10.1111/j.1468-2427.2009.00833.x,['Jean‐Louis van Gelder']
10.1093/geront/43.1.36,"['Patricia A. Areán', 'Jennifer Alvidrez', 'Rowena Nery', 'Carroll L. Estes', 'Karen W. Linkins']"
10.1177/001440291107800106,"['Xin Wei', 'José Blackorby', 'Ellen Schiller']"
10.1017/s1366728915000504,"['Virginia C. Mueller Gathercole', 'Ivan Kennedy', 'Enlli Thomas']"
10.1093/sf/76.1.1,['Karl L. Alexander']
10.1037/a0020532,['Paul L. Wachtel']
10.3389/fpsyg.2017.00869,"['Andrew D. Ribner', 'Michael T. Willoughby', 'Clancy Blair']"
10.1136/bmjgh-2016-000224,"['Lucy Gilson', 'Edwine Barasa', 'Nonhlanhla Nxumalo', 'Susan Cleary', 'Jane Goudge', 'Sassy Molyneux', 'Benjamin Tsofa', 'Uta Lehmann']"
10.1111/jfb.12222,"['Steven J. Cooke', 'N. W. R. Lapointe', 'Eduardo G. Martins', 'Jason D. Thiem', 'Graham D. Raby', 'Mark K. Taylor', 'T. Douglas Beard', 'I. G. Cowx']"
10.1111/j.1741-3737.2008.00562.x,"['Sarah M. Kendig', 'Suzanne M. Bianchi']"
10.1111/cdep.12221,"['Marc H. Bornstein', 'Diane L. Putnick', 'Gianluca Esposito']"
10.1111/j.1751-9020.2010.00298.x,"['Steve McDonald', 'Jacob C. Day']"
10.1525/aa.2002.104.4.1184,['Catherine M. Hill']
10.1352/1944-7558-119.5.422,"['Vasiliki Totsika', 'Richard P. Hastings', 'Dimitrios Vagenas', 'Eric Emerson']"
10.5034/inquiryjrnl_42.2.171,"['Harriet Komisar', 'Judith Feder', 'Judith D. Kasper']"
10.1080/02699050801953073,"['Esther Bay', 'Jacobus Donders']"
10.1079/bjn2001485,"['Daniza Ivanovic', 'Boris P. Leiva', 'Hernán T. Pérez', 'Atilio F. Almagià', 'Triana D. Toro', 'Marı́a Soledad C. Urrutia', 'Nélida B. Inzunza', 'Enrique O. Bosch']"
10.1093/sf/45.3.383,"['Jack L. Roach', 'Orville R. Gursslin']"
10.1123/kr.2014-0043,['Wojtek Chodzko-Zajko']
10.1146/annurev.soc.29.010202.100134,['Archon Fung']
10.1080/03085149500000002,"['Ash Amin', 'Nigel Thrift']"
10.1002/pad.202,"['Jennifer M. Brinkerhoff', 'Derick W. Brinkerhoff']"
10.1046/j.0737-1209.2003.20306.x,"['Kathleen F. Norr', 'Kathleen S. Crittenden', 'Evelyn L. Lehrer', 'Olga Reyes', 'Cynthia Boyd', 'Karla W. Nacion', 'Kaoru Watanabe']"
10.1177/0963662506063796,"['Thomas D. Lowe', 'Katrina Brown', 'Suraje Dessai', 'Miguel de França Doria', 'Katharine Haynes', 'Katharine Vincent']"
10.1080/15325024.2016.1161428,"['Fang Fu', 'Amy Yin Man Chow']"
10.1080/10409289.2012.757519,"['Jeanne L. Reid', 'Douglas D. Ready']"
10.2478/jtes-2020-0003,"['Marco Ferreira', 'Baiba Martinsone', 'Sanela Talić']"
10.1016/j.dcn.2021.101005,"['Divyangana Rakesh', 'Andrew Zalesky', 'Sarah Whittle']"
10.2307/2135482,['James Trussell']
10.1192/apt.bp.107.005041,"['Helen McColl', 'Kwame McKenzie', 'Kamaldeep Bhui']"
10.1111/1475-3588.00286,['Matthew Hodes']
10.1093/wbro/lkv012,['Ugo Gentilini']
10.1061/(asce)up.1943-5444.0000142,"['Sarawut Jansuwan', 'Keith Christensen', 'Anthony Chen']"
10.2307/3211278,"['Ralph Gardner', 'Antoinette Halsell Miranda']"
10.2466/pms.1966.22.2.475,"['Jerome L. Singer', 'Bella F. Streiner']"
10.1097/psy.0000000000000408,"['Shari R. Waldstein', 'Gregory A. Dore', 'Christos Davatzikos', 'Leslie I. Katzel', 'Rao P. Gullapalli', 'Stephen L. Seliger', 'Theresa Kouo', 'William F. Rosenberger', 'Güray Erus', 'Michele K. Evans', 'Alan B. Zonderman']"
10.25304/rlt.v29.2544,"['Kehinde Clement Lawrence', 'Olubusayo Victor Fakuade']"
10.1598/rrq.46.3.1,"['Carol McDonald Connor', 'Fredrick J. Morrison', 'Barry Fishman', 'Sarah Giuliani', 'Melissa Luck', 'Phyllis Underwood', 'Ayşegül Bayraktar', 'Elizabeth Coyne Crowe', 'Christopher Schatschneider']"
10.1057/fr.2014.42,"['Ruth Pearson', 'Diane Elson']"
10.1093/sw/42.3.255,['Elizabeth A. Mulroy']
10.1352/0895-8017(2001)106<0231:pomrad>2.0.co;2,"['Sheryl A. Larson', 'K. Charlie Lakin', 'Lynda Anderson', 'Joseph H. Lee', 'Jeoung Hak Lee', 'Deborah J. Anderson']"
10.1177/1049731503257884,"['Mark W. Fräser', 'Steven H. Day', 'Maeda J. Galinsky', 'Vanessa G. Hodges', 'Paul R. Smokowski']"
10.1002/jcop.20144,"['Sean A. Kidd', 'Larry Davidson']"
10.1111/j.1365-2214.2008.00897.x,"['Atıf Rahman', 'Zafar Iqbal', 'Chris Roberts', 'Nusrat Husain']"
10.1037/h0080361,['William R. Beardslee']
10.5860/choice.45-1173,"['Shehzad Noorani', 'Anne Goetz', 'E. V. K. FitzGerald', 'G. Kondal Rao', 'Kareen Jabre', 'Richard Jolly', 'Azza Karam', 'Elizabeth King', 'Laura Laski', 'Joyce Malombe', 'Carolyn R. Miller', 'Agnes Quisumbing', 'Gustav Ranis', 'Lori G. Beaman', 'Esther Duflo', 'Rohini Pande', 'Petia Topalova', 'Elizabeth Powley']"
10.1002/wcc.552,['Lindsey Jones']
10.1017/s1474746403001520,['Ilona Ostner']
10.1080/1475939x.2020.1856714,"['Davide Parmigiani', 'Vincenza Benigno', 'Marta Giusto', 'Chiara Silvaggio', 'Sara Sperandio']"
10.5089/9781475512717.001,"['Nicole Laframboise', 'Boileau Loko']"
10.17645/si.v8i2.2587,"['Danica Radovanović', 'Christine Holst', 'Sarbani Banerjee Belur', 'Ritu Srivastava', 'Georges Vivien Houngbonon', 'Erwan Le Quentrec', 'Josephine Miliza', 'Andrea Sylvia Winkler', 'Josef Noll']"
10.1080/02783190009554068,['Paula Olszewski‐Kubilius']
10.1037/a0032779,"['Kim E. Drake', 'Jay Belsky', 'Pasco Fearon']"
10.1177/1098300711426334,"['George Sugai', 'Breda V. O’Keeffe', 'Lindsay M. Fallon']"
10.1136/bmjgh-2020-003508,"['Sarah K. G. Jensen', 'Matias Placencio‐Castro', 'Shauna M. Murray', 'Robert T. Brennan', 'Simo Goshev', 'Jordan Farrar', 'Aisha K. Yousafzai', 'Laura B. Rawlings', 'Briana Wilson', 'Emmanuel Habyarimana', 'Vincent Sezibera', 'Theresa S. Betancourt']"
10.1177/0002764214534674,"['Eve E. Garrow', 'Yeheskel Hasenfeld']"
10.1037/spq0000062,"['Timothy R. Konold', 'Dewey G. Cornell', 'Francis L. Huang', 'Patrick Meyer', 'Anna Lacey', 'Erin K. Nekvasil', 'Anna Heilbrun', 'Kathan Shukla']"
10.1108/ajems-10-2014-0076,['John Kuada']
10.1186/s12888-014-0360-2,"['Paul Bolton', 'Judith Bass', 'Goran Zangana', 'Talar Kamal', 'Sarah M. Murray', 'Debra Kaysen', 'Carl W. Lejuez', 'Kristen P. Lindgren', 'Sherry Pagoto', 'Laura K. Murray', 'Stephanie Skavenski', 'Ahmed Mohammed Amin Ahmed', 'Nazar Mohammad Mohammad Amin', 'Michael Rosenblum']"
10.1093/ajh/hpu233,"['Michael Mueller', 'Tanjala S. Purnell', 'George A. Mensah', 'Lisa A. Cooper']"
10.1177/0739456x18823252,"['David A. King', 'Michael Smart', 'Michael Manville']"
10.1111/j.1360-0443.1990.tb03068.x,['Martha Sanchez‐Craig']
10.1080/09687599.2013.808574,['Brigitte Rohwerder']
10.1037/0012-1649.40.6.1081,"['Lisa Kiang', 'Amanda J. Moreno', 'JoAnn Robinson']"
10.1097/dbp.0000000000000425,"['Andrew D. Ribner', 'Caroline Fitzpatrick', 'Clancy Blair']"
10.1093/ajae/aay061,"['Sarah Janzen', 'Michael R. Carter']"
10.1109/emr.2010.5645750,"['Wilmar B. Schaufeli', 'Michael P. Leiter', 'Christina Maslach']"
10.1353/jhr.2012.0036,['Gianmarco León']
10.17763/haer.76.4.yg7l5t01617h7628,"['Harvey Kantor', 'Robert Lowe']"
10.2304/ciec.2010.11.1.8,['Peter Moss']
10.1136/jnnp.74.8.1065,['Patrick McNamara']
10.1136/bmjopen-2021-056366,"['Caitriona Callan', 'Emma Ladds', 'Laiba Husain', 'Kyle T.S. Pattinson', 'Trisha Greenhalgh']"
10.1136/jnnp.2004.039818,['Yasuhiro Nagahama']
10.1111/cdev.12283,"['Rebecca M. Ryan', 'Amy Claessens', 'Anna J. Markowitz']"
10.1002/itdj.20016,"['Honest Kimaro', 'José Leopoldo Nhampossa']"
10.1177/003335490512000412,"['Leo S. Morales', 'Peter Gutierrez', 'José J. Escarce']"
10.1007/s10560-018-0552-6,['Diana Franco']
10.1080/1350293x.2021.1872674,"['Julia T. Atiles', 'Mayra Almodóvar', 'Aleida Chavarría Vargas', 'Maria José A. Dias', 'Irma Zúñiga-León']"
10.1080/14675986.2012.664755,['Eunice Sari']
10.1080/07399330490444830,"['Linda S. Beeber', 'Diane Holditch‐Davis', 'Michael Belyea', 'Sandra G. Funk', 'Regina Canuso']"
10.1080/00940771.2018.1488470,"['Shantel Crosby', 'Penny B. Howell', 'Shelley Thomas']"
10.1080/714050251,"['Stephanie A. Fryberg', 'Hazel Rose Markus']"
10.3390/buildings4020069,"['Alessandro Rigolon', 'Travis Flohr']"
10.1111/j.1751-9020.2010.00342.x,"['Paul Hirschfield', 'Katarzyna Celińska']"
10.1186/s12916-015-0279-6,"['Trisha Greenhalgh', 'Rob Procter', 'Joseph Wherton', 'Paul Sugarhood', 'Susan Hinder', 'Mark Rouncefield']"
10.1037/dev0000101,"['Robert Crosnoe', 'Kelly M. Purtell', 'Pamela Davis‐Kean', 'Arya Ansari', 'Aprile D. Benner']"
10.1353/foc.2013.0014,"['M. Ann Easterbrooks', 'Kenneth R. Ginsburg', 'Richard M. Lerner']"
10.1080/0268093890040505,['Mary Haywood Metz']
10.1375/pplt.12.2.367,['Luke G. J. Broomhall']
10.1542/peds.2016-2141,"['Julia A. McMillan', 'Marshall L. Land', 'Laurel K. Leslie']"
10.1542/peds.2016-1287,"['John A. Romley', 'Aakash K. Shah', 'Paul J. Chung', 'Marc N. Elliott', 'Katherine Vestal', 'Mark A. Schuster']"
10.3389/fpsyg.2016.00707,"['Seon-Kyeong Jang', 'Hye-Im Choi', 'Soohyun Park', 'Jaekal Eunju', 'Ga‐Young Lee', 'Young Il Cho', 'Kee‐Hong Choi']"
10.1080/13603124.2012.754057,['Jill Blackmore']
10.2747/0272-3638.24.5.361,['Deborah G. Martin']
10.1080/10665680701610721,"['Kirsten Kainz', 'Nikki Aikens']"
10.1080/13504622.2014.999225,['Brenda Gail Bergman']
10.2307/1602547,['Barbara H. Wasik']
10.1111/beer.12074,"['Mônica Cavalcanti Sá de Abreu', 'Larissa Teixeira da Cunha', 'Claire Y. Barlow']"
10.1080/00336297.1996.10484201,['Bonnie G. Berger']
10.1080/00220671.2014.979911,"['Vicki-Lynn Holmes', 'Yooyeun Hwang']"
10.1007/s10464-010-9335-8,"['Emily J. Ozer', 'Miranda Ritterman Weintraub', 'Maggie G. Wanis']"
10.1016/0272-7757(94)00011-t,"['William Duncombe', 'Jerry Miner', 'John Ruggiero']"
10.1080/j003v20n03_12,"['Christine A. Helfrich', 'Ann M. Aviles', 'Chaula Badiani', 'Deborah Walens', 'Peggy Sabol']"
10.1002/widm.1319,"['Kamran Soomro', 'Muhammad Nasir Mumtaz Bhutta', 'Zaheer Khan', 'Muhammad Ahmad Tahir']"
10.1207/s15326888chc3403_3,"['Gillian King', 'Patricia Baldwin', 'Melissa Currie', 'Jan Evans']"
10.1093/geront/31.3.347,"['S. J. O’Brien', 'Patricia Vertinsky']"
10.1177/875687050302200406,"['Todd V. Fletcher', 'Lori Navarrete']"
10.1002/ets2.12148,"['Debra J. Ackerman', 'Allison H. Friedman‐Krauss']"
10.1007/s11524-007-9172-8,"['Pat Pridmore', 'Liz Thomas', 'Kirsten Havemann', 'Jaime C. Sapag', 'Lisa Wood']"
10.1002/da.22368,"['Shefali Miller', 'Lisa M. McTeague', 'Anett Gyurak', 'Brian Patenaude', 'Leanne M. Williams', 'Stuart M. Grieve', 'Mayuresh S. Korgaonkar', 'Amit Etkin']"
10.2307/4093404,['Stephanos Bibas']
10.1016/j.erss.2020.101617,"['Benjamin K. Sovacool', 'David J. Hess', 'Sulfikar Amir', 'Frank W. Geels', 'Richard F. Hirsh', 'Leandro Rodríguez Medina', 'Clark A. Miller', 'Carla Alvial Palavicino', 'Roopali Phadke', 'Marianne Ryghaug', 'Johan Schot', 'Antti Silvast', 'Jennie C. Stephens', 'Andy Stirling', 'Bruno Turnheim', 'Erik van der Vleuten', 'Harro van Lente', 'Steven Yearley']"
10.1080/135468000395763,"['J Jensterle', 'Janez Mlakar', 'David B. Vodušek', 'Chris Frith']"
10.1017/s0954579407070290,['Miri Scharf']
10.1080/04419057.2008.9674538,"['Sherry L. Dupuis', 'Murray Alzheimer']"
10.1177/0895904800014001008,"['Robert J. Yinger', 'Martha Hendricks-Lee']"
10.1037/a0026519,"['Marco Del Giudice', 'J. Benjamin Hinnant', 'Bruce J. Ellis', 'Mona El‐Sheikh']"
10.1177/0014402918782150,"['Karrie A. Shogren', 'Leslie A. Shaw', 'Sheida K. Raley', 'Michael L. Wehmeyer']"
10.1371/journal.pone.0138357,"['Miao Yu', 'XiaoWei Tang', 'Xiang Wang', 'XiangRong Zhang', 'Xiao‐Bin Zhang', 'WeiWei Sha', 'Shu-Qiao Yao', 'Ni Shu', 'Xiangyang Zhang', 'Zhijun Zhang']"
10.1177/0739986311423077,['Tina M. Durand']
10.1002/sd.1577,"['Mariola Grzebyk', 'Małgorzata Stec']"
10.1093/schbul/23.2.171,"['Murray Alpert', 'Antonis Kotsaftis', 'Enrique R. Pouget']"
10.1177/0022487112446512,"['Marilyn Cochran‐Smith', 'Curt Dudley‐Marling']"
10.1080/00221325.1966.10533676,['Robert Kastenbaum']
10.1177/00333549141296s408,"['Leesa Lin', 'Minsoo Jung', 'Rachel McCloud', 'Kasisomayajula Viswanath']"
10.3390/su10124637,"['Camelia Truţă', 'Luminița Pârv', 'Ioana Topală']"
10.1177/1748895809360971,"['Lesley McAra', 'Susan McVie']"
10.1080/02601370500169723,"['Ruud van der Veen', 'Julia Preece']"
10.1080/03085147.2018.1432153,['Kevin P. Donovan']
10.1002/nur.4770160407,"['Karen Ahijevych', 'Mary Ellen Wewers']"
10.1177/0895904802016004007,['William G. Tierney']
10.1037/0735-7028.35.1.65,"['Stefan C. Dombrowski', 'John W. LeMasney', 'C. Emmanuel Ahia', 'Shannon A. Dickson']"
10.1002/hec.2880,"['Ulrike Schneider', 'Birgit Trukeschitz', 'Richard Mühlmann', 'Ivo Ponocny']"
